1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00,1.383351040000000198e+00,1.383244800000000163e+00,1.383776000000000339e+00,1.381120000000000347e+00,1.394400000000000306e+00,1.328000000000000291e+00,1.660000000000000364e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00,1.383351040000000198e+00,1.383244800000000163e+00,1.383776000000000339e+00,1.381120000000000347e+00,1.394400000000000306e+00,1.328000000000000291e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00,1.383351040000000198e+00,1.383244800000000163e+00,1.383776000000000339e+00,1.381120000000000347e+00,1.394400000000000306e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00,1.383351040000000198e+00,1.383244800000000163e+00,1.383776000000000339e+00,1.381120000000000347e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333324267889e+00,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00,1.383351040000000198e+00,1.383244800000000163e+00,1.383776000000000339e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333335146742e+00,1.383333333324267889e+00,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00,1.383351040000000198e+00,1.383244800000000163e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333332970927e+00,1.383333333335146742e+00,1.383333333324267889e+00,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00,1.383351040000000198e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333333405912e+00,1.383333333332970927e+00,1.383333333335146742e+00,1.383333333324267889e+00,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00,1.383329792000000280e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333333319093e+00,1.383333333333405912e+00,1.383333333332970927e+00,1.383333333335146742e+00,1.383333333324267889e+00,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00,1.383334041600000175e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333333336412e+00,1.383333333333319093e+00,1.383333333333405912e+00,1.383333333332970927e+00,1.383333333335146742e+00,1.383333333324267889e+00,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00,1.383333191680000240e+00
1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.000000000000000000e+08,1.383333333333333082e+00,1.383333333333336412e+00,1.383333333333319093e+00,1.383333333333405912e+00,1.383333333332970927e+00,1.383333333335146742e+00,1.383333333324267889e+00,1.383333333378662600e+00,1.383333333106688379e+00,1.383333334466560371e+00,1.383333327667200185e+00,1.383333361664000227e+00
